出力日時,2021/06/09 14:35:14
データソース,VS2-2_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.353,0.100,-0.334,2E-06,1.52E-07
3.453,0.200,-0.333,3E-06,3.395E-07
3.553,0.300,-0.332,2E-06,5.90000000000001E-07
3.653,0.400,-0.331,2E-06,8.40000000000002E-07
3.753,0.500,-0.33,2E-06,1.043E-06
3.853,0.600,-0.329,3E-06,1.2985E-06
3.953,0.700,-0.328,2E-06,1.557E-06
4.053,0.800,-0.327,3E-06,1.8145E-06
4.153,0.900,-0.326,2E-06,2.075E-06
4.253,1.000,-0.325,3E-06,2.37549999999999E-06
4.353,1.100,-0.324,4E-06,2.68999999999999E-06
4.453,1.200,-0.323,4E-06,3.01299999999999E-06
4.553,1.300,-0.322,3E-06,3.28649999999999E-06
4.653,1.400,-0.321,3E-06,3.59049999999998E-06
4.753,1.500,-0.32,3E-06,3.87249999999998E-06
4.853,1.600,-0.319,3E-06,4.20049999999999E-06
4.953,1.700,-0.318,3E-06,4.56449999999998E-06
5.053,1.800,-0.317,1E-06,4.89149999999998E-06
5.153,1.900,-0.316,5E-06,5.23949999999998E-06
5.253,2.000,-0.315,3E-06,5.59049999999998E-06
5.353,2.100,-0.314,4E-06,5.92799999999998E-06
5.453,2.200,-0.313,4E-06,6.29799999999997E-06
5.553,2.300,-0.312,4E-06,6.67699999999996E-06
5.653,2.400,-0.311,5E-06,7.03749999999996E-06
5.753,2.500,-0.31,4E-06,7.44499999999995E-06
5.853,2.600,-0.309,5E-06,7.80649999999996E-06
5.953,2.700,-0.308,5E-06,8.21449999999998E-06
6.053,2.800,-0.307,2E-06,8.603E-06
6.153,2.900,-0.306,4E-06,8.96900000000003E-06
6.253,3.000,-0.305,5E-06,9.38450000000006E-06
6.353,3.100,-0.304,2E-06,9.83400000000009E-06
6.453,3.200,-0.303,4E-06,1.02390000000001E-05
6.553,3.300,-0.302,4E-06,1.06290000000001E-05
6.653,3.400,-0.301,4E-06,1.10670000000002E-05
6.753,3.500,-0.3,5E-06,1.15135000000002E-05
6.853,3.600,-0.299,5E-06,1.19745000000002E-05
6.953,3.700,-0.298,5E-06,1.24175000000002E-05
7.053,3.800,-0.297,5E-06,1.29185000000002E-05
7.153,3.900,-0.296,5E-06,1.33525000000003E-05
7.253,4.000,-0.295,5E-06,1.38235000000003E-05
7.353,4.100,-0.294,5E-06,1.43565000000003E-05
7.453,4.200,-0.293,6E-06,1.48520000000003E-05
7.553,4.300,-0.292,5E-06,1.53485000000003E-05
7.653,4.400,-0.291,4E-06,1.58840000000004E-05
7.753,4.500,-0.29,4E-06,1.63570000000004E-05
7.853,4.600,-0.289,7E-06,1.68905000000004E-05
7.953,4.700,-0.288,6E-06,1.74240000000004E-05
8.053,4.800,-0.287,5E-06,1.79015000000004E-05
8.153,4.900,-0.286,7E-06,1.84355000000004E-05
8.253,5.000,-0.285,6E-06,1.90140000000004E-05
8.353,5.100,-0.284,6E-06,1.95670000000004E-05
8.453,5.200,-0.283,6E-06,2.01660000000004E-05
8.553,5.300,-0.282,4E-06,2.07870000000004E-05
8.653,5.400,-0.281,6E-06,2.13630000000004E-05
8.753,5.500,-0.28,8E-06,2.20000000000004E-05
8.853,5.600,-0.279,6E-06,2.26250000000004E-05
8.953,5.700,-0.278,6E-06,2.32510000000004E-05
9.053,5.800,-0.277,7E-06,2.38805000000004E-05
9.153,5.900,-0.276,7E-06,2.45005000000003E-05
9.253,6.000,-0.275,6E-06,2.51380000000003E-05
9.353,6.100,-0.274,8E-06,2.57830000000004E-05
9.453,6.200,-0.273,7E-06,2.64775000000004E-05
9.553,6.300,-0.272,6E-06,2.71890000000004E-05
9.653,6.400,-0.271,7E-06,2.78775000000004E-05
9.753,6.500,-0.27,8E-06,2.85690000000004E-05
9.853,6.600,-0.269,7E-06,2.92705000000004E-05
9.953,6.700,-0.268,7E-06,2.99875000000004E-05
10.053,6.800,-0.267,7E-06,3.07325000000004E-05
10.153,6.900,-0.266,8E-06,3.14630000000004E-05
10.253,7.000,-0.265,8E-06,3.21970000000005E-05
10.353,7.100,-0.264,8E-06,3.29510000000005E-05
10.453,7.200,-0.263,9E-06,3.37295000000006E-05
10.553,7.300,-0.262,1E-05,3.45390000000006E-05
10.653,7.400,-0.261,9E-06,3.53685000000007E-05
10.753,7.500,-0.26,9E-06,3.61775000000008E-05
10.853,7.600,-0.259,8E-06,3.70460000000008E-05
10.953,7.700,-0.258,9E-06,3.78845000000009E-05
11.053,7.800,-0.257,8E-06,3.8750000000001E-05
11.153,7.900,-0.256,9E-06,3.9637500000001E-05
11.253,8.000,-0.255,7E-06,4.04575000000011E-05
11.353,8.100,-0.254,9E-06,4.13175000000012E-05
11.453,8.200,-0.253,9E-06,4.22295000000012E-05
11.553,8.300,-0.252,9E-06,4.31365000000012E-05
11.653,8.400,-0.251,1E-05,4.40420000000013E-05
11.753,8.500,-0.25,1.1E-05,4.49705000000013E-05
11.853,8.600,-0.249,1E-05,4.59650000000014E-05
11.953,8.700,-0.248,1E-05,4.69510000000014E-05
12.053,8.800,-0.247,1.1E-05,4.79015000000014E-05
12.153,8.900,-0.246,1E-05,4.89380000000014E-05
12.253,9.000,-0.245,1E-05,4.99480000000015E-05
12.353,9.100,-0.244,1E-05,5.10080000000015E-05
12.453,9.200,-0.243,1E-05,5.20620000000015E-05
12.553,9.300,-0.242,1E-05,5.31350000000016E-05
12.653,9.400,-0.241,1.3E-05,5.42085000000016E-05
12.753,9.500,-0.24,1.1E-05,5.53405000000016E-05
12.853,9.600,-0.239,1.2E-05,5.64690000000016E-05
12.953,9.700,-0.238,1.1E-05,5.75795000000016E-05
13.053,9.800,-0.237,1.2E-05,5.87210000000016E-05
13.153,9.900,-0.236,1.2E-05,5.99230000000016E-05
13.253,10.000,-0.235,1.2E-05,6.10950000000016E-05
13.353,10.100,-0.234,1.1E-05,6.22605000000017E-05
13.453,10.200,-0.233,1.3E-05,6.34895000000018E-05
13.553,10.300,-0.232,1.2E-05,6.47530000000019E-05
13.653,10.400,-0.231,1.3E-05,6.5997500000002E-05
13.753,10.500,-0.23,1.3E-05,6.7232500000002E-05
13.853,10.600,-0.229,1.2E-05,6.8535000000002E-05
13.953,10.700,-0.228,1.3E-05,6.98285000000021E-05
14.053,10.800,-0.227,1.2E-05,7.1138000000002E-05
14.153,10.900,-0.226,1.3E-05,7.2478500000002E-05
14.253,11.000,-0.225,1.3E-05,7.38475000000019E-05
14.353,11.100,-0.224,1.4E-05,7.52280000000019E-05
14.453,11.200,-0.223,1.4E-05,7.66230000000019E-05
14.553,11.300,-0.222,1.3E-05,7.80465000000018E-05
14.653,11.400,-0.221,1.5E-05,7.94875000000018E-05
14.753,11.500,-0.22,1.5E-05,8.09405000000018E-05
14.853,11.600,-0.219,1.5E-05,8.24515000000018E-05
14.953,11.700,-0.218,1.4E-05,8.39060000000018E-05
15.053,11.800,-0.217,1.4E-05,8.53960000000018E-05
15.153,11.900,-0.216,1.6E-05,8.68900000000018E-05
15.253,12.000,-0.215,1.5E-05,8.84225000000019E-05
15.353,12.100,-0.214,1.6E-05,9.0009000000002E-05
15.453,12.200,-0.213,1.7E-05,9.15835000000021E-05
15.553,12.300,-0.212,1.5E-05,9.31805000000022E-05
15.653,12.400,-0.211,1.7E-05,9.47805000000024E-05
15.753,12.500,-0.21,1.6E-05,9.64450000000025E-05
15.853,12.600,-0.209,1.7E-05,9.81205000000028E-05
15.953,12.700,-0.208,1.6E-05,9.9775000000003E-05
16.053,12.800,-0.207,1.7E-05,0.000101466500000003
16.153,12.900,-0.206,1.6E-05,0.000103153000000003
16.253,13.000,-0.205,1.7E-05,0.000104889500000004
16.353,13.100,-0.204,1.8E-05,0.000106615000000004
16.453,13.200,-0.203,1.9E-05,0.000108402500000004
16.553,13.300,-0.202,1.8E-05,0.000110153000000004
16.653,13.400,-0.201,1.8E-05,0.000111965000000004
16.753,13.500,-0.2,1.8E-05,0.000113836000000004
16.853,13.600,-0.199,1.9E-05,0.000115676500000004
16.953,13.700,-0.198,1.8E-05,0.000117553000000004
17.053,13.800,-0.197,1.9E-05,0.000119451500000004
17.153,13.900,-0.196,1.8E-05,0.000121365000000004
17.253,14.000,-0.195,1.9E-05,0.000123280500000004
17.353,14.100,-0.194,2.1E-05,0.000125237500000004
17.453,14.200,-0.193,1.8E-05,0.000127272000000004
17.553,14.300,-0.192,2.2E-05,0.000129275000000004
17.653,14.400,-0.191,2E-05,0.000131324000000004
17.753,14.500,-0.19,2.1E-05,0.000133373500000004
17.853,14.600,-0.189,2.2E-05,0.000135455000000004
17.953,14.700,-0.188,2.1E-05,0.000137557500000003
18.053,14.800,-0.187,2.1E-05,0.000139685500000003
18.153,14.900,-0.186,2.1E-05,0.000141820500000003
18.253,15.000,-0.185,2.2E-05,0.000143978000000003
18.353,15.100,-0.184,2.2E-05,0.000146141000000003
18.453,15.200,-0.183,2.2E-05,0.000148330000000003
18.553,15.300,-0.182,2.1E-05,0.000150600500000003
18.653,15.400,-0.181,2.2E-05,0.000152862000000002
18.753,15.500,-0.18,2.4E-05,0.000155105000000002
18.853,15.600,-0.179,2.3E-05,0.000157428500000003
18.953,15.700,-0.178,2.3E-05,0.000159749500000003
19.053,15.800,-0.177,2.4E-05,0.000162066000000003
19.153,15.900,-0.176,2.4E-05,0.000164422000000003
19.253,16.000,-0.175,2.3E-05,0.000166813500000003
19.353,16.100,-0.174,2.4E-05,0.000169193000000003
19.453,16.200,-0.173,2.4E-05,0.000171654000000004
19.553,16.300,-0.172,2.5E-05,0.000174118500000004
19.653,16.400,-0.171,2.6E-05,0.000176600000000004
19.753,16.500,-0.17,2.4E-05,0.000179080000000004
19.853,16.600,-0.169,2.7E-05,0.000181612500000004
19.953,16.700,-0.168,2.5E-05,0.000184187500000004
20.053,16.800,-0.167,2.7E-05,0.000186763500000005
20.153,16.900,-0.166,2.6E-05,0.000189371000000005
20.253,17.000,-0.165,2.5E-05,0.000192008500000005
20.353,17.100,-0.164,2.6E-05,0.000194673000000005
20.453,17.200,-0.163,2.6E-05,0.000197330000000006
20.553,17.300,-0.162,2.8E-05,0.000200019000000006
20.653,17.400,-0.161,2.6E-05,0.000202678000000006
20.753,17.500,-0.16,2.8E-05,0.000205390000000006
20.853,17.600,-0.159,2.7E-05,0.000208123500000006
20.953,17.700,-0.158,2.8E-05,0.000210913000000006
21.053,17.800,-0.157,2.9E-05,0.000213687500000007
21.153,17.900,-0.156,2.8E-05,0.000216489000000007
21.253,18.000,-0.155,2.9E-05,0.000219355500000006
21.353,18.100,-0.154,2.9E-05,0.000222221500000006
21.453,18.200,-0.153,2.8E-05,0.000225115000000006
21.553,18.300,-0.152,2.9E-05,0.000228026500000006
21.653,18.400,-0.151,2.9E-05,0.000230976500000006
21.753,18.500,-0.15,3E-05,0.000233946000000005
21.853,18.600,-0.149,3E-05,0.000236938000000005
21.953,18.700,-0.148,3E-05,0.000239970000000005
22.053,18.800,-0.147,3E-05,0.000243006000000005
22.153,18.900,-0.146,3.2E-05,0.000246103000000005
22.253,19.000,-0.145,3.1E-05,0.000249163500000005
22.353,19.100,-0.144,3.2E-05,0.000252283000000005
22.453,19.200,-0.143,3.3E-05,0.000255394500000005
22.553,19.300,-0.142,3.4E-05,0.000258562000000005
22.653,19.400,-0.141,3.1E-05,0.000261787500000005
22.753,19.500,-0.14,3.2E-05,0.000264974000000004
22.853,19.600,-0.139,3.1E-05,0.000268176500000003
22.953,19.700,-0.138,3.2E-05,0.000271434000000003
23.053,19.800,-0.137,3.1E-05,0.000274671500000002
23.153,19.900,-0.136,3.3E-05,0.000277953500000001
23.253,20.000,-0.135,3.2E-05,0.00028125
23.353,20.100,-0.134,3.2E-05,0.000284577
23.453,20.200,-0.133,3.4E-05,0.000287898
23.553,20.300,-0.132,3.5E-05,0.0002912535
23.653,20.400,-0.131,3.4E-05,0.000294641
23.753,20.500,-0.13,3.6E-05,0.000298109000000001
23.853,20.600,-0.129,3.3E-05,0.000301552500000001
23.953,20.700,-0.128,3.5E-05,0.000305050500000001
24.053,20.800,-0.127,3.6E-05,0.000308543000000001
24.153,20.900,-0.126,3.5E-05,0.000312080500000001
24.253,21.000,-0.125,3.5E-05,0.000315613500000001
24.353,21.100,-0.124,3.6E-05,0.000319191
24.453,21.200,-0.123,3.7E-05,0.000322816499999999
24.553,21.300,-0.122,3.6E-05,0.000326436999999999
24.653,21.400,-0.121,3.7E-05,0.000330100499999998
24.753,21.500,-0.12,3.7E-05,0.000333765499999998
24.853,21.600,-0.119,3.8E-05,0.000337462999999998
24.953,21.700,-0.118,3.8E-05,0.000341219999999998
25.053,21.800,-0.117,3.9E-05,0.000344927499999998
25.153,21.900,-0.116,3.9E-05,0.000348691499999998
25.253,22.000,-0.115,3.8E-05,0.000352462999999998
25.353,22.100,-0.114,4E-05,0.000356248999999998
25.453,22.200,-0.113,3.8E-05,0.000360074999999998
25.553,22.300,-0.112,3.8E-05,0.000363926999999999
25.653,22.400,-0.111,3.9E-05,0.000367816499999999
25.753,22.500,-0.11,3.9E-05,0.0003717025
25.853,22.600,-0.109,3.8E-05,0.000375643000000001
25.953,22.700,-0.108,4E-05,0.000379603000000001
26.053,22.800,-0.107,4.1E-05,0.000383573500000001
26.153,22.900,-0.106,4E-05,0.000387551000000001
26.253,23.000,-0.105,4E-05,0.000391546000000001
26.353,23.100,-0.104,4.1E-05,0.0003955485
26.453,23.200,-0.103,4.2E-05,0.000399636
26.553,23.300,-0.102,4E-05,0.00040369
26.653,23.400,-0.101,4.1E-05,0.000407778499999999
26.753,23.500,-0.1,4E-05,0.000411887999999999
26.853,23.600,-0.099,4.1E-05,0.000416034499999999
26.953,23.700,-0.098,4.2E-05,0.000420188999999999
27.053,23.800,-0.097,4.2E-05,0.000424345999999999
27.153,23.900,-0.096,4.2E-05,0.000428509999999999
27.253,24.000,-0.095,4.2E-05,0.000432761999999999
27.353,24.100,-0.094,4.2E-05,0.000437002999999999
27.453,24.200,-0.093,4.2E-05,0.000441289999999999
27.553,24.300,-0.092,4.3E-05,0.000445559499999998
27.653,24.400,-0.091,4.6E-05,0.000449899999999997
27.753,24.500,-0.09,4.4E-05,0.000454278999999997
27.853,24.600,-0.089,4.3E-05,0.000458685499999996
27.953,24.700,-0.088,4.4E-05,0.000463082999999995
28.053,24.800,-0.087,4.6E-05,0.000467531999999994
28.153,24.900,-0.086,4.3E-05,0.000471975499999994
28.253,25.000,-0.085,4.4E-05,0.000476429999999994
28.353,25.100,-0.084,4.5E-05,0.000480871499999993
28.453,25.200,-0.083,4.6E-05,0.000485352999999993
28.553,25.300,-0.082,4.5E-05,0.000489870499999993
28.653,25.400,-0.081,4.5E-05,0.000494408499999992
28.753,25.500,-0.08,4.6E-05,0.000498971999999992
28.853,25.600,-0.079,4.5E-05,0.000503576499999992
28.953,25.700,-0.078,4.6E-05,0.000508146999999992
29.053,25.800,-0.077,4.6E-05,0.000512783999999992
29.153,25.900,-0.076,4.7E-05,0.000517397499999991
29.253,26.000,-0.075,4.6E-05,0.000522049999999991
29.353,26.100,-0.074,4.7E-05,0.000526739499999992
29.453,26.200,-0.073,4.8E-05,0.000531413999999992
29.553,26.300,-0.072,4.8E-05,0.000536172999999994
29.653,26.400,-0.071,4.9E-05,0.000540891499999995
29.753,26.500,-0.07,4.9E-05,0.000545677499999995
29.853,26.600,-0.069,4.8E-05,0.000550463999999996
29.953,26.700,-0.068,4.9E-05,0.000555281499999997
30.053,26.800,-0.067,4.8E-05,0.000560148999999996
30.153,26.900,-0.066,4.9E-05,0.000565005499999996
30.253,27.000,-0.065,4.9E-05,0.000569879499999994
30.353,27.100,-0.064,4.9E-05,0.000574776499999994
30.453,27.200,-0.063,4.8E-05,0.000579690999999993
30.553,27.300,-0.062,4.9E-05,0.000584609499999992
30.653,27.400,-0.061,5E-05,0.000589579999999991
30.753,27.500,-0.06,5E-05,0.00059457999999999
30.853,27.600,-0.059,5E-05,0.000599574999999988
30.953,27.700,-0.058,5.1E-05,0.000604585499999987
31.053,27.800,-0.057,5.2E-05,0.000609591999999986
31.153,27.900,-0.056,5.1E-05,0.000614647499999985
31.253,28.000,-0.055,4.9E-05,0.000619683499999984
31.353,28.100,-0.054,5.1E-05,0.000624754499999983
31.453,28.200,-0.053,5.1E-05,0.000629866499999981
31.553,28.300,-0.052,5.2E-05,0.00063501599999998
31.653,28.400,-0.051,5.1E-05,0.000640141499999978
31.753,28.500,-0.05,5.3E-05,0.000645296499999978
31.853,28.600,-0.049,5.1E-05,0.000650470499999977
31.953,28.700,-0.048,5.1E-05,0.000655683499999976
32.053,28.800,-0.047,5.3E-05,0.000660874499999974
32.153,28.900,-0.046,5.3E-05,0.000666092499999974
32.253,29.000,-0.045,5.2E-05,0.000671360999999974
32.353,29.100,-0.044,5.5E-05,0.000676638499999973
32.453,29.200,-0.043,5.3E-05,0.000681889499999972
32.553,29.300,-0.042,5.4E-05,0.000687235999999972
32.653,29.400,-0.041,5.2E-05,0.000692604999999973
32.753,29.500,-0.04,5.4E-05,0.000697974999999974
32.853,29.600,-0.039,5.3E-05,0.000703329499999974
32.953,29.700,-0.038,5.3E-05,0.000708734499999974
33.053,29.800,-0.037,5.6E-05,0.000714127999999975
33.153,29.900,-0.036,5.5E-05,0.000719576499999976
33.253,30.000,-0.035,5.5E-05,0.000725005499999976
33.353,30.100,-0.034,5.6E-05,0.000730465999999977
33.453,30.200,-0.033,5.5E-05,0.000735951499999978
33.553,30.300,-0.032,5.5E-05,0.000741440499999979
33.653,30.400,-0.031,5.6E-05,0.00074696299999998
33.753,30.500,-0.03,5.5E-05,0.000752485499999981
33.853,30.600,-0.029,5.6E-05,0.000757996999999982
33.953,30.700,-0.028,5.6E-05,0.000763553999999981
34.053,30.800,-0.027,5.6E-05,0.00076912999999998
34.153,30.900,-0.026,5.6E-05,0.000774736999999978
34.253,31.000,-0.025,5.7E-05,0.000780341499999977
34.353,31.100,-0.024,5.6E-05,0.000785995999999975
34.453,31.200,-0.023,5.8E-05,0.000791636999999974
34.553,31.300,-0.022,5.8E-05,0.000797286999999972
34.653,31.400,-0.021,5.8E-05,0.000802965999999969
34.753,31.500,-0.02,5.8E-05,0.000808674999999968
34.853,31.600,-0.019,5.7E-05,0.000814401499999965
34.953,31.700,-0.018,5.8E-05,0.000820126999999963
35.053,31.800,-0.017,5.8E-05,0.00082586899999996
35.153,31.900,-0.016,5.8E-05,0.000831687999999959
35.253,32.000,-0.015,5.9E-05,0.000837484499999958
35.353,32.100,-0.014,6E-05,0.000843298999999957
35.453,32.200,-0.013,5.8E-05,0.000849141999999955
35.553,32.300,-0.012,6E-05,0.000854987999999954
35.653,32.400,-0.011,5.9E-05,0.000860845499999953
35.753,32.500,-0.01,5.9E-05,0.000866699499999952
35.853,32.600,-0.009,5.9E-05,0.000872616499999952
35.953,32.700,-0.008,6E-05,0.000878551999999951
36.053,32.800,-0.007,6E-05,0.000884511999999951
36.153,32.900,-0.006,6E-05,0.000890432999999951
36.253,33.000,-0.005,5.8E-05,0.00089639299999995
36.353,33.100,-0.004,6.1E-05,0.00090238449999995
36.453,33.200,-0.003,6.1E-05,0.00090837949999995
36.553,33.300,-0.002,6.1E-05,0.00091442049999995
36.653,33.400,-0.001,6.1E-05,0.000920471499999951
36.753,33.500,0,6E-05,0.000926552999999951
36.853,33.600,0.001,6.1E-05,0.000932618499999951
36.953,33.700,0.002,6.2E-05,0.000938716999999952
37.053,33.800,0.003,6E-05,0.000944828999999952
37.153,33.900,0.004,6E-05,0.000950932999999954
37.253,34.000,0.005,6.1E-05,0.000957083499999954
37.353,34.100,0.006,6.1E-05,0.000963250499999955
37.453,34.200,0.007,6.1E-05,0.000969416499999956
37.553,34.300,0.008,6.2E-05,0.000975587999999956
37.653,34.400,0.009,6.2E-05,0.000981798999999957
37.753,34.500,0.01,6.3E-05,0.000988054499999956
37.853,34.600,0.011,6.3E-05,0.000994293499999956
37.953,34.700,0.012,6.3E-05,0.00100054349999995
38.053,34.800,0.013,6.3E-05,0.00100682549999996
38.153,34.900,0.014,6.5E-05,0.00101312949999996
38.253,35.000,0.015,6.3E-05,0.00101945649999995
38.353,35.100,0.016,6.2E-05,0.00102581399999995
38.453,35.200,0.017,6.2E-05,0.00103215299999995
38.553,35.300,0.018,6.5E-05,0.00103852949999995
38.653,35.400,0.019,6.4E-05,0.00104493699999996
38.753,35.500,0.02,6.4E-05,0.00105134999999996
38.853,35.600,0.021,6.5E-05,0.00105771749999996
38.953,35.700,0.022,6.5E-05,0.00106412749999996
39.053,35.800,0.023,6.4E-05,0.00107054899999996
39.153,35.900,0.024,6.3E-05,0.00107698249999996
39.253,36.000,0.025,6.5E-05,0.00108343849999996
39.353,36.100,0.026,6.4E-05,0.00108990899999996
39.453,36.200,0.027,6.5E-05,0.00109639849999996
39.553,36.300,0.028,6.5E-05,0.00110288749999995
39.653,36.400,0.029,6.5E-05,0.00110940849999995
39.753,36.500,0.03,6.7E-05,0.00111595449999995
39.853,36.600,0.031,6.6E-05,0.00112251999999995
39.953,36.700,0.032,6.6E-05,0.00112907499999994
40.053,36.800,0.033,6.7E-05,0.00113562149999994
40.153,36.900,0.034,6.6E-05,0.00114225899999994
40.253,37.000,0.035,6.5E-05,0.00114888249999994
40.353,37.100,0.036,6.7E-05,0.00115550249999994
40.453,37.200,0.037,6.7E-05,0.00116215049999994
40.553,37.300,0.038,6.7E-05,0.00116879949999994
40.653,37.400,0.039,6.6E-05,0.00117547299999993
40.753,37.500,0.04,6.7E-05,0.00118215649999993
40.853,37.600,0.041,6.8E-05,0.00118889099999993
40.953,37.700,0.042,6.7E-05,0.00119563849999993
